Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value
QC,Crops,100,India,5419,Yield,15,Wheat,1983,1983,hg/ha,18158
QC,Crops,100,India,5419,Yield,15,Wheat,1984,1984,hg/ha,18432
QC,Crops,100,India,5419,Yield,15,Wheat,1985,1985,hg/ha,18701
QC,Crops,100,India,5419,Yield,15,Wheat,1986,1986,hg/ha,20460
QC,Crops,100,India,5419,Yield,15,Wheat,1987,1987,hg/ha,19162
QC,Crops,100,India,5419,Yield,15,Wheat,1988,1988,hg/ha,20019
QC,Crops,100,India,5419,Yield,15,Wheat,1989,1989,hg/ha,22444
QC,Crops,100,India,5419,Yield,15,Wheat,1990,1990,hg/ha,21211
QC,Crops,100,India,5419,Yield,15,Wheat,1991,1991,hg/ha,22814
QC,Crops,100,India,5419,Yield,15,Wheat,1992,1992,hg/ha,23940
QC,Crops,100,India,5419,Yield,15,Wheat,1993,1993,hg/ha,23267
QC,Crops,100,India,5419,Yield,15,Wheat,1994,1994,hg/ha,23796
QC,Crops,100,India,5419,Yield,15,Wheat,1995,1995,hg/ha,25590
QC,Crops,100,India,5419,Yield,15,Wheat,1996,1996,hg/ha,24828
QC,Crops,100,India,5419,Yield,15,Wheat,1997,1997,hg/ha,26789
QC,Crops,100,India,5419,Yield,15,Wheat,1998,1998,hg/ha,24852
QC,Crops,100,India,5419,Yield,15,Wheat,1999,1999,hg/ha,25901
QC,Crops,100,India,5419,Yield,15,Wheat,2000,2000,hg/ha,27785
QC,Crops,100,India,5419,Yield,15,Wheat,2001,2001,hg/ha,27081
QC,Crops,100,India,5419,Yield,15,Wheat,2002,2002,hg/ha,27621
QC,Crops,100,India,5419,Yield,15,Wheat,2003,2003,hg/ha,26100
QC,Crops,100,India,5419,Yield,15,Wheat,2004,2004,hg/ha,27132
QC,Crops,100,India,5419,Yield,15,Wheat,2005,2005,hg/ha,26016
QC,Crops,100,India,5419,Yield,15,Wheat,2006,2006,hg/ha,26188
QC,Crops,100,India,5419,Yield,15,Wheat,2007,2007,hg/ha,27079
QC,Crops,100,India,5419,Yield,15,Wheat,2008,2008,hg/ha,28022
QC,Crops,100,India,5419,Yield,15,Wheat,2009,2009,hg/ha,29071
QC,Crops,100,India,5419,Yield,15,Wheat,2010,2010,hg/ha,28395
QC,Crops,100,India,5419,Yield,15,Wheat,2011,2011,hg/ha,29886
QC,Crops,100,India,5419,Yield,15,Wheat,2012,2012,hg/ha,31775
QC,Crops,100,India,5419,Yield,15,Wheat,2013,2013,hg/ha,31538
QC,Crops,100,India,5419,Yield,15,Wheat,2014,2014,hg/ha,31457
QC,Crops,100,India,5419,Yield,15,Wheat,2015,2015,hg/ha,27496
QC,Crops,100,India,5419,Yield,15,Wheat,2016,2016,hg/ha,30930
